Iteration,wt,bias,mse_loss
9252,-4.519674,33.402107,1.4706749
9253,-4.5197015,33.40221,1.4706743
9254,-4.519729,33.402313,1.4706732
9255,-4.519757,33.402416,1.470672
9256,-4.519785,33.40252,1.4706708
9257,-4.5198126,33.402622,1.4706705
9258,-4.5198402,33.402725,1.4706684
9259,-4.519868,33.40283,1.4706672
9260,-4.519896,33.40293,1.4706675
9261,-4.5199237,33.403034,1.4706659
9262,-4.5199513,33.403137,1.4706633
9263,-4.519979,33.40324,1.4706622
9264,-4.5200067,33.403343,1.4706606
9265,-4.5200343,33.403446,1.4706595
9266,-4.5200624,33.40355,1.4706584
9267,-4.52009,33.403652,1.4706573
9268,-4.5201178,33.403755,1.4706558
9269,-4.5201454,33.40386,1.4706562
9270,-4.5201735,33.40396,1.4706538
9271,-4.520201,33.404064,1.4706529
9272,-4.520229,33.404167,1.4706523
9273,-4.5202565,33.40427,1.4706514
9274,-4.5202847,33.40437,1.4706491
9275,-4.5203123,33.404472,1.470649
9276,-4.52034,33.40457,1.4706476
9277,-4.520367,33.40467,1.4706467
9278,-4.5203943,33.40477,1.4706455
9279,-4.5204215,33.40487,1.4706442
9280,-4.5204487,33.40497,1.4706441
9281,-4.5204754,33.405067,1.4706424
9282,-4.520502,33.405167,1.4706424
9283,-4.520529,33.405266,1.470641
9284,-4.5205555,33.405365,1.4706392
9285,-4.520582,33.405464,1.4706393
9286,-4.520609,33.405563,1.4706382
9287,-4.5206356,33.405663,1.4706366
9288,-4.520663,33.40576,1.4706343
9289,-4.5206895,33.40586,1.4706331
9290,-4.520716,33.40596,1.4706327
9291,-4.520743,33.40606,1.4706324
9292,-4.5207696,33.40616,1.47063
9293,-4.5207963,33.406258,1.4706299
9294,-4.520823,33.406357,1.4706285
9295,-4.5208497,33.406456,1.4706272
9296,-4.5208764,33.406555,1.4706268
9297,-4.520903,33.406654,1.4706247
9298,-4.52093,33.406754,1.470624
9299,-4.5209565,33.406853,1.4706237
9300,-4.520983,33.40695,1.4706215
9301,-4.52101,33.40705,1.4706212
9302,-4.5210366,33.40715,1.47062
9303,-4.5210633,33.40725,1.4706194
9304,-4.52109,33.40735,1.4706174
9305,-4.5211167,33.407448,1.4706172
9306,-4.5211434,33.407547,1.4706162
9307,-4.52117,33.407646,1.4706144
9308,-4.521197,33.407745,1.4706147
9309,-4.5212235,33.407845,1.4706129
9310,-4.5212507,33.407944,1.4706106
9311,-4.5212774,33.408043,1.470611
9312,-4.521304,33.408142,1.4706098
9313,-4.521331,33.40824,1.4706087
9314,-4.5213575,33.40834,1.4706078
9315,-4.5213842,33.40844,1.4706059
9316,-4.521411,33.40854,1.4706061
9317,-4.5214376,33.408638,1.4706042
9318,-4.5214643,33.408737,1.470603
9319,-4.521491,33.408836,1.4706024
9320,-4.5215178,33.408936,1.4706012
9321,-4.5215445,33.409035,1.4706001
9322,-4.521571,33.409134,1.4705995
9323,-4.5215983,33.409233,1.4705974
9324,-4.521625,33.409332,1.470597
9325,-4.5216517,33.40943,1.4705966
9326,-4.5216784,33.40953,1.4705946
9327,-4.521705,33.40963,1.470594
9328,-4.521732,33.40973,1.4705931
9329,-4.5217586,33.40983,1.4705925
9330,-4.5217853,33.409927,1.4705906
9331,-4.521812,33.410027,1.4705902
9332,-4.5218387,33.410126,1.4705888
9333,-4.5218654,33.410225,1.4705875
9334,-4.521892,33.410324,1.470587
9335,-4.521919,33.410423,1.4705851
9336,-4.5219455,33.410522,1.4705846
9337,-4.521972,33.41062,1.4705843
9338,-4.521999,33.41072,1.4705822
9339,-4.522026,33.41082,1.4705819
9340,-4.522053,33.41092,1.4705807
9341,-4.5220795,33.41102,1.4705791
9342,-4.522106,33.411118,1.4705794
9343,-4.522133,33.411213,1.470577
9344,-4.5221596,33.41131,1.4705764
9345,-4.522186,33.411404,1.4705752
9346,-4.522212,33.4115,1.4705738
9347,-4.5222383,33.411594,1.4705741
9348,-4.522264,33.41169,1.4705724
9349,-4.5222898,33.411785,1.4705706
9350,-4.5223155,33.41188,1.4705706
9351,-4.5223413,33.411976,1.47057
9352,-4.522367,33.41207,1.4705689
9353,-4.5223927,33.412167,1.4705683
9354,-4.5224185,33.412262,1.470566
9355,-4.5224442,33.412357,1.4705657
9356,-4.52247,33.412453,1.4705639
9357,-4.5224957,33.412548,1.4705635
9358,-4.5225215,33.412643,1.470563
9359,-4.5225472,33.41274,1.4705616
9360,-4.522573,33.412834,1.4705613
9361,-4.5225987,33.41293,1.47056
9362,-4.5226245,33.413025,1.4705591
9363,-4.5226502,33.41312,1.4705579
9364,-4.522676,33.413216,1.4705565
9365,-4.5227017,33.41331,1.4705559
9366,-4.5227275,33.413406,1.4705555
9367,-4.5227532,33.4135,1.470554
9368,-4.522779,33.413597,1.4705534
9369,-4.5228047,33.413692,1.4705513
9370,-4.5228305,33.413788,1.4705507
9371,-4.522856,33.413883,1.4705495
9372,-4.522882,33.41398,1.4705496
9373,-4.5229077,33.414074,1.4705486
9374,-4.5229335,33.41417,1.4705467
9375,-4.522959,33.414265,1.4705461
9376,-4.522985,33.41436,1.4705442
9377,-4.5230107,33.414455,1.4705445
9378,-4.5230365,33.41455,1.4705431
9379,-4.523062,33.414646,1.4705429
9380,-4.523088,33.41474,1.4705418
9381,-4.5231137,33.414837,1.4705399
9382,-4.523139,33.414932,1.4705393
9383,-4.5231647,33.415028,1.4705379
9384,-4.5231905,33.415123,1.4705374
9385,-4.5232162,33.41522,1.4705353
9386,-4.523242,33.415314,1.4705344
9387,-4.5232677,33.41541,1.470534
9388,-4.5232935,33.415504,1.4705331
9389,-4.5233192,33.4156,1.4705331
9390,-4.523345,33.415695,1.4705309
9391,-4.5233707,33.41579,1.4705306
9392,-4.5233965,33.415886,1.4705287
9393,-4.523422,33.41598,1.4705276
9394,-4.5234475,33.416077,1.470527
9395,-4.5234733,33.416172,1.4705259
9396,-4.523499,33.416267,1.4705254
9397,-4.5235248,33.416363,1.4705241
9398,-4.5235505,33.41646,1.4705236
9399,-4.5235763,33.416553,1.4705218
9400,-4.523602,33.41665,1.4705218
9401,-4.5236278,33.416744,1.4705199
9402,-4.5236535,33.41684,1.4705187
9403,-4.5236793,33.416935,1.4705184
9404,-4.5237045,33.41703,1.4705174
9405,-4.5237303,33.417126,1.4705163
9406,-4.523756,33.41722,1.4705168
9407,-4.523782,33.417316,1.4705154
9408,-4.5238075,33.41741,1.4705149
9409,-4.5238333,33.417507,1.4705126
9410,-4.523859,33.417603,1.4705112
9411,-4.5238843,33.417698,1.4705116
9412,-4.52391,33.417793,1.4705104
9413,-4.523936,33.41789,1.4705085
9414,-4.5239615,33.417984,1.4705075
9415,-4.5239873,33.418076,1.470507
9416,-4.5240126,33.41817,1.4705046
9417,-4.524038,33.418262,1.4705051
9418,-4.524063,33.418354,1.4705046
9419,-4.5240884,33.418446,1.4705031
9420,-4.524113,33.418537,1.4705034
9421,-4.524138,33.41863,1.470502
9422,-4.524163,33.41872,1.4705002
9423,-4.5241876,33.41881,1.4705006
9424,-4.5242124,33.418903,1.4704992
9425,-4.524237,33.418995,1.4704978
9426,-4.524262,33.419086,1.470497
9427,-4.5242867,33.419178,1.4704963
9428,-4.5243115,33.41927,1.4704956
9429,-4.5243363,33.41936,1.4704933
9430,-4.524361,33.419453,1.4704943
9431,-4.524386,33.419544,1.470492
9432,-4.5244107,33.419636,1.4704906
9433,-4.5244355,33.419727,1.4704907
9434,-4.52446,33.41982,1.4704894
9435,-4.5244846,33.41991,1.4704895
9436,-4.5245094,33.420002,1.4704882
9437,-4.524534,33.420094,1.4704857
9438,-4.524559,33.420185,1.4704865
9439,-4.5245833,33.420277,1.4704851
9440,-4.524608,33.42037,1.4704845
9441,-4.524633,33.42046,1.4704832
9442,-4.5246572,33.42055,1.4704821
9443,-4.524682,33.420643,1.4704809
9444,-4.524707,33.420734,1.4704802
9445,-4.5247316,33.420826,1.4704806
9446,-4.524756,33.420918,1.4704791
9447,-4.5247808,33.42101,1.4704775
9448,-4.5248055,33.4211,1.4704765
9449,-4.5248303,33.421192,1.4704754
9450,-4.524855,33.421284,1.4704767
9451,-4.5248795,33.421375,1.470475
9452,-4.5249043,33.421467,1.4704726
9453,-4.524929,33.42156,1.470472
9454,-4.5249534,33.42165,1.470471
9455,-4.524978,33.42174,1.4704705
9456,-4.525003,33.421833,1.4704697
9457,-4.5250278,33.421925,1.4704685
9458,-4.525052,33.422016,1.4704677
9459,-4.525077,33.422108,1.470466
9460,-4.5251017,33.4222,1.4704665
9461,-4.5251265,33.42229,1.4704653
9462,-4.5251513,33.422382,1.4704646
9463,-4.5251756,33.422474,1.4704636
9464,-4.5252004,33.422565,1.4704617
9465,-4.525225,33.422657,1.4704615
9466,-4.5252495,33.42275,1.4704607
9467,-4.5252743,33.42284,1.4704597
9468,-4.525299,33.42293,1.4704587
9469,-4.525324,33.423023,1.4704577
9470,-4.525348,33.423115,1.4704565
9471,-4.525373,33.423206,1.4704562
9472,-4.525398,33.423298,1.4704565
9473,-4.5254226,33.42339,1.4704552
9474,-4.5254474,33.42348,1.4704536
9475,-4.5254717,33.423573,1.4704534
9476,-4.5254965,33.423664,1.4704522
9477,-4.5255213,33.423756,1.4704517
9478,-4.525546,33.423847,1.470451
9479,-4.5255704,33.42394,1.4704496
9480,-4.525595,33.42403,1.4704489
9481,-4.52562,33.42412,1.4704484
9482,-4.5256443,33.424213,1.4704467
9483,-4.525669,33.424305,1.4704463
9484,-4.525694,33.424397,1.4704453
9485,-4.5257187,33.424488,1.4704441
9486,-4.525743,33.42458,1.4704424
9487,-4.525768,33.42467,1.4704428
9488,-4.5257926,33.424763,1.4704424
9489,-4.5258174,33.42485,1.4704409
9490,-4.5258417,33.424942,1.4704393
9491,-4.525866,33.42503,1.4704401
9492,-4.5258904,33.425117,1.4704388
9493,-4.525914,33.425205,1.4704372
9494,-4.525938,33.425293,1.4704363
9495,-4.525962,33.42538,1.4704348
9496,-4.5259857,33.42547,1.4704343
9497,-4.5260096,33.425556,1.4704345
9498,-4.5260334,33.425644,1.4704334
9499,-4.5260572,33.42573,1.4704325
9500,-4.526081,33.42582,1.4704305
9501,-4.526105,33.425907,1.4704297
9502,-4.5261283,33.425995,1.4704304
9503,-4.526152,33.426083,1.4704288
9504,-4.5261755,33.42617,1.4704278
9505,-4.5261993,33.426258,1.4704275
9506,-4.526223,33.426346,1.4704258
9507,-4.5262465,33.426434,1.4704248
9508,-4.5262704,33.42652,1.4704238
9509,-4.5262938,33.42661,1.470423
9510,-4.5263176,33.426697,1.4704231
9511,-4.5263414,33.426785,1.4704218
9512,-4.526365,33.426872,1.4704211
9513,-4.5263886,33.42696,1.4704216
9514,-4.526412,33.427048,1.4704193
9515,-4.526436,33.427135,1.470419
9516,-4.526459,33.427223,1.470417
9517,-4.526483,33.42731,1.4704171
9518,-4.526507,33.4274,1.4704163
9519,-4.5265303,33.427486,1.4704157
9520,-4.526554,33.427574,1.4704134
9521,-4.526578,33.42766,1.4704134
9522,-4.5266013,33.42775,1.4704126
9523,-4.526625,33.427837,1.4704112
9524,-4.5266485,33.427925,1.4704113
9525,-4.5266724,33.428013,1.4704124
9526,-4.5266957,33.4281,1.4704098
9527,-4.5267196,33.42819,1.4704077
9528,-4.5267434,33.428276,1.4704081
9529,-4.526767,33.428364,1.4704068
9530,-4.5267906,33.42845,1.4704068
9531,-4.5268145,33.42854,1.4704062
9532,-4.526838,33.428627,1.4704052
9533,-4.5268617,33.428715,1.4704028
9534,-4.526885,33.428802,1.4704028
9535,-4.526909,33.42889,1.470402
9536,-4.5269322,33.428978,1.4704012
9537,-4.526956,33.429066,1.4704002
9538,-4.52698,33.429153,1.4703999
9539,-4.5270033,33.42924,1.4703981
9540,-4.527027,33.42933,1.4703983
9541,-4.5270505,33.429417,1.4703977
9542,-4.5270743,33.429504,1.4703958
9543,-4.527098,33.429592,1.4703959
9544,-4.5271215,33.42968,1.470396
9545,-4.5271454,33.429768,1.4703945
9546,-4.527169,33.429855,1.4703923
9547,-4.5271926,33.429943,1.4703921
9548,-4.5272164,33.43003,1.4703922
9549,-4.52724,33.43012,1.4703906
9550,-4.5272636,33.430206,1.4703901
9551,-4.527287,33.430294,1.4703892
9552,-4.527311,33.43038,1.4703869
9553,-4.5273347,33.43047,1.4703871
9554,-4.527358,33.430557,1.4703867
9555,-4.527382,33.430645,1.4703863
9556,-4.5274057,33.430733,1.4703838
9557,-4.527429,33.43082,1.4703836
9558,-4.527453,33.43091,1.4703848
9559,-4.5274763,33.430996,1.4703826
9560,-4.5275,33.431084,1.4703817
9561,-4.5275235,33.43117,1.4703809
9562,-4.5275474,33.43126,1.4703801
9563,-4.527571,33.431347,1.4703796
9564,-4.5275946,33.431435,1.4703788
9565,-4.5276184,33.431522,1.4703771
9566,-4.527642,33.43161,1.4703763
9567,-4.5276656,33.431694,1.4703771
9568,-4.527689,33.431778,1.4703763
9569,-4.5277123,33.43186,1.470375
9570,-4.527735,33.43195,1.4703732
9571,-4.5277586,33.432034,1.4703724
9572,-4.5277815,33.432117,1.4703726
9573,-4.5278044,33.4322,1.4703718
9574,-4.5278273,33.432285,1.4703691
9575,-4.52785,33.43237,1.4703709
9576,-4.527873,33.432453,1.4703691
9577,-4.5278955,33.432537,1.470368
9578,-4.527918,33.43262,1.4703683
9579,-4.5279408,33.432705,1.4703673
9580,-4.527963,33.43279,1.4703654
9581,-4.527986,33.432873,1.4703654
9582,-4.5280085,33.432957,1.4703646
9583,-4.528031,33.43304,1.4703636
9584,-4.5280538,33.433125,1.4703639
9585,-4.528076,33.43321,1.4703628
9586,-4.528099,33.433292,1.470362
9587,-4.528122,33.433376,1.4703596
9588,-4.5281444,33.43346,1.4703592
9589,-4.528167,33.433544,1.4703594
9590,-4.5281897,33.433628,1.4703578
9591,-4.528212,33.433712,1.4703568
9592,-4.528235,33.433796,1.4703579
9593,-4.5282574,33.43388,1.4703559
9594,-4.52828,33.433964,1.4703553
9595,-4.5283027,33.434048,1.4703553
9596,-4.528325,33.43413,1.4703543
9597,-4.528348,33.434216,1.4703534
9598,-4.5283704,33.4343,1.4703525
9599,-4.5283933,33.434383,1.4703505
9600,-4.5284157,33.434467,1.4703506
9601,-4.528438,33.43455,1.4703506
9602,-4.528461,33.434635,1.470349
9603,-4.5284834,33.43472,1.4703478
9604,-4.5285063,33.434803,1.4703481
9605,-4.5285287,33.434887,1.4703462
9606,-4.5285516,33.43497,1.4703462
9607,-4.528574,33.435055,1.4703463
9608,-4.528597,33.43514,1.4703437
9609,-4.5286193,33.435223,1.470343
9610,-4.528642,33.435307,1.4703436
9611,-4.5286646,33.43539,1.4703425
9612,-4.528687,33.435474,1.4703407
9613,-4.52871,33.43556,1.4703417
9614,-4.5287323,33.435642,1.4703398
9615,-4.528755,33.435726,1.4703398
9616,-4.5287776,33.43581,1.4703391
9617,-4.5288005,33.435894,1.470338
9618,-4.528823,33.435978,1.470337
9619,-4.5288453,33.43606,1.4703373
9620,-4.528868,33.436146,1.4703356
9621,-4.5288906,33.43623,1.4703343
9622,-4.5289135,33.436314,1.4703338
9623,-4.528936,33.436398,1.470334
9624,-4.528959,33.43648,1.4703324
9625,-4.528981,33.436565,1.4703324
9626,-4.529004,33.43665,1.4703305
9627,-4.5290265,33.436733,1.4703296
9628,-4.5290494,33.436817,1.4703296
9629,-4.529072,33.4369,1.4703286
9630,-4.529094,33.436985,1.4703271
9631,-4.529117,33.43707,1.470327
9632,-4.5291395,33.437153,1.4703261
9633,-4.5291624,33.437237,1.4703261
9634,-4.529185,33.43732,1.4703254
9635,-4.5292077,33.437405,1.4703249
9636,-4.52923,33.43749,1.4703244
9637,-4.5292525,33.437572,1.4703234
9638,-4.5292754,33.437656,1.4703224
9639,-4.529298,33.43774,1.4703217
9640,-4.5293207,33.437824,1.4703209
9641,-4.529343,33.43791,1.4703199
9642,-4.5293655,33.437992,1.4703189
9643,-4.5293884,33.438076,1.4703184
9644,-4.529411,33.43816,1.4703184
9645,-4.5294337,33.438244,1.4703168
9646,-4.529456,33.438328,1.4703168
9647,-4.529479,33.438408,1.4703158
9648,-4.5295014,33.43849,1.4703143
9649,-4.529524,33.438572,1.4703141
9650,-4.5295463,33.438652,1.4703144
9651,-4.529568,33.438736,1.470313
9652,-4.52959,33.438816,1.470312
9653,-4.529612,33.438896,1.470311
9654,-4.529634,33.438976,1.4703112
9655,-4.529656,33.439056,1.4703096
9656,-4.529678,33.439137,1.4703084
9657,-4.5296993,33.439217,1.4703081
9658,-4.5297213,33.439297,1.4703072
9659,-4.5297427,33.439377,1.4703074
9660,-4.529764,33.439457,1.4703072
9661,-4.5297856,33.439537,1.4703065
9662,-4.5298076,33.439617,1.4703051
9663,-4.529829,33.439697,1.4703047
9664,-4.529851,33.439777,1.4703041
9665,-4.5298724,33.439857,1.4703034
9666,-4.529894,33.439938,1.4703017
9667,-4.5299153,33.440018,1.4703026
9668,-4.5299373,33.440098,1.4703006
9669,-4.5299587,33.440178,1.4703004
9670,-4.5299807,33.440258,1.4702986
9671,-4.530002,33.44034,1.4702994
9672,-4.5300236,33.44042,1.4702985
9673,-4.530045,33.4405,1.4702971
9674,-4.5300665,33.44058,1.4702963
9675,-4.5300884,33.44066,1.4702959
9676,-4.53011,33.44074,1.4702947
9677,-4.5301313,33.44082,1.4702948
9678,-4.530153,33.4409,1.4702929
9679,-4.5301747,33.44098,1.4702929
9680,-4.530196,33.44106,1.4702917
9681,-4.5302176,33.44114,1.4702917
9682,-4.5302396,33.44122,1.47029
9683,-4.530261,33.4413,1.4702901
9684,-4.5302825,33.44138,1.4702898
9685,-4.5303044,33.44146,1.470289
9686,-4.530326,33.44154,1.4702885
9687,-4.5303473,33.44162,1.4702874
9688,-4.530369,33.4417,1.4702858
9689,-4.5303907,33.44178,1.4702857
9690,-4.530412,33.44186,1.4702846
9691,-4.5304337,33.44194,1.4702854
9692,-4.530455,33.44202,1.4702845
9693,-4.5304766,33.4421,1.4702829
9694,-4.5304985,33.44218,1.4702837
9695,-4.53052,33.44226,1.4702812
9696,-4.530542,33.44234,1.4702822
9697,-4.5305634,33.44242,1.4702804
9698,-4.530585,33.4425,1.4702812
9699,-4.5306063,33.44258,1.4702797
9700,-4.530628,33.44266,1.4702791
9701,-4.5306497,33.44274,1.4702786
9702,-4.530671,33.44282,1.470277
9703,-4.530693,33.4429,1.4702767
9704,-4.5307145,33.44298,1.4702761
9705,-4.530736,33.44306,1.4702752
9706,-4.5307574,33.443142,1.4702752
9707,-4.5307794,33.443222,1.4702736
9708,-4.530801,33.443302,1.4702729
9709,-4.5308223,33.443382,1.4702718
9710,-4.5308437,33.443462,1.4702713
9711,-4.5308657,33.443542,1.4702704
9712,-4.530887,33.443623,1.4702705
9713,-4.5309086,33.443703,1.4702708
9714,-4.53093,33.443783,1.4702699
9715,-4.530952,33.443863,1.4702685
9716,-4.5309734,33.443943,1.4702682
9717,-4.5309954,33.444023,1.4702675
9718,-4.531017,33.444103,1.470267
9719,-4.5310383,33.444183,1.4702654
9720,-4.5310597,33.444263,1.470266
9721,-4.5310817,33.444344,1.4702642
9722,-4.531103,33.444424,1.4702641
9723,-4.531125,33.444504,1.4702623
9724,-4.5311465,33.444584,1.4702631
9725,-4.531168,33.444664,1.4702622
9726,-4.5311894,33.444744,1.4702607
9727,-4.531211,33.444824,1.4702599
9728,-4.531233,33.444904,1.4702597
9729,-4.5312543,33.444984,1.4702585
9730,-4.5312757,33.445065,1.4702585
9731,-4.5312977,33.445145,1.4702572
9732,-4.531319,33.445225,1.4702569
9733,-4.5313406,33.4453,1.4702557
9734,-4.531362,33.445377,1.4702557
9735,-4.531383,33.445457,1.4702538
9736,-4.5314045,33.445534,1.4702555
9737,-4.5314255,33.44561,1.470254
9738,-4.5314465,33.445686,1.4702538
9739,-4.5314674,33.445763,1.4702523
9740,-4.531488,33.44584,1.4702518
9741,-4.531509,33.445915,1.4702518
9742,-4.5315294,33.44599,1.4702499
9743,-4.53155,33.446068,1.4702493
9744,-4.5315704,33.446144,1.4702498
9745,-4.531591,33.44622,1.4702482
9746,-4.5316114,33.446297,1.4702476
9747,-4.5316324,33.446373,1.4702476
9748,-4.531653,33.44645,1.4702467
9749,-4.5316734,33.446526,1.470246
9750,-4.531694,33.4466,1.4702457
9751,-4.5317144,33.44668,1.4702438
9752,-4.531735,33.446754,1.4702445
9753,-4.5317554,33.44683,1.470244
9754,-4.531776,33.446907,1.4702432
9755,-4.5317965,33.446983,1.470241
9756,-4.531817,33.44706,1.4702424
9757,-4.531838,33.447136,1.4702405
9758,-4.5318584,33.447212,1.4702418
9759,-4.531879,33.44729,1.4702396
9760,-4.5318995,33.447365,1.4702389
9761,-4.53192,33.44744,1.4702384
9762,-4.5319405,33.447517,1.4702388
9763,-4.531961,33.447594,1.4702361
9764,-4.531982,33.44767,1.4702368
9765,-4.5320024,33.447746,1.4702357
9766,-4.532023,33.447823,1.4702355
9767,-4.5320435,33.4479,1.4702345
9768,-4.532064,33.447975,1.4702342
9769,-4.5320845,33.44805,1.4702331
9770,-4.532105,33.448128,1.4702333
9771,-4.5321255,33.448204,1.4702322
9772,-4.5321465,33.44828,1.4702314
9773,-4.532167,33.448357,1.4702301
9774,-4.5321875,33.448433,1.4702307
9775,-4.532208,33.44851,1.4702286
9776,-4.5322285,33.448586,1.4702294
9777,-4.532249,33.44866,1.4702284
9778,-4.5322695,33.44874,1.470227
9779,-4.5322905,33.448814,1.4702269
9780,-4.532311,33.44889,1.4702274
9781,-4.5323315,33.448967,1.4702245
9782,-4.532352,33.449043,1.4702252
9783,-4.5323725,33.44912,1.470225
9784,-4.532393,33.449196,1.4702237
9785,-4.5324135,33.449272,1.4702234
9786,-4.532434,33.44935,1.4702221
9787,-4.532455,33.449425,1.4702213
9788,-4.5324755,33.4495,1.4702222
9789,-4.532496,33.449577,1.4702214
9790,-4.5325165,33.449654,1.4702208
9791,-4.532537,33.44973,1.4702194
9792,-4.5325575,33.449806,1.470219
9793,-4.532578,33.449883,1.4702199
9794,-4.532599,33.44996,1.4702188
9795,-4.5326195,33.450035,1.4702165
9796,-4.53264,33.45011,1.4702165
9797,-4.5326605,33.450188,1.4702159
9798,-4.532681,33.450264,1.4702157
9799,-4.5327015,33.45034,1.4702148
9800,-4.532722,33.450417,1.4702138
9801,-4.5327425,33.450493,1.470214
9802,-4.532763,33.45057,1.4702129
9803,-4.532784,33.450645,1.470213
9804,-4.5328045,33.45072,1.4702116
9805,-4.532825,33.450798,1.4702109
9806,-4.5328455,33.450874,1.4702103
9807,-4.532866,33.45095,1.4702111
9808,-4.5328865,33.451027,1.4702089
9809,-4.532907,33.451103,1.4702089
9810,-4.532928,33.45118,1.4702076
9811,-4.5329485,33.451256,1.4702075
9812,-4.532969,33.451332,1.4702071
9813,-4.5329895,33.45141,1.470207
9814,-4.53301,33.451485,1.4702051
9815,-4.5330305,33.45156,1.4702054
9816,-4.533051,33.451637,1.4702034
9817,-4.5330715,33.451714,1.4702034
9818,-4.5330925,33.45179,1.4702026
9819,-4.533113,33.451866,1.4702017
9820,-4.5331335,33.451942,1.4702017
9821,-4.533154,33.45202,1.4702017
9822,-4.5331745,33.45209,1.4701997
9823,-4.533195,33.452164,1.4702003
9824,-4.533215,33.45224,1.4701997
9825,-4.5332355,33.452312,1.4701989
9826,-4.5332556,33.452385,1.4701992
9827,-4.5332756,33.452457,1.4701983
9828,-4.5332956,33.45253,1.4701968
9829,-4.533315,33.452602,1.4701974
9830,-4.5333347,33.452675,1.4701954
9831,-4.5333543,33.452747,1.4701967
9832,-4.533374,33.45282,1.4701942
9833,-4.5333934,33.452892,1.4701941
9834,-4.533413,33.452965,1.4701936
9835,-4.5334325,33.453037,1.4701922
9836,-4.533452,33.45311,1.4701939
9837,-4.5334716,33.453182,1.4701922
9838,-4.533491,33.453255,1.470191
9839,-4.5335107,33.453327,1.4701909
9840,-4.53353,33.4534,1.4701897
9841,-4.53355,33.453472,1.4701899
9842,-4.5335693,33.453545,1.4701889
9843,-4.533589,33.453617,1.4701895
9844,-4.5336084,33.45369,1.4701879
9845,-4.533628,33.453762,1.4701866
9846,-4.5336475,33.453835,1.4701866
9847,-4.533667,33.453907,1.4701862
9848,-4.5336866,33.45398,1.4701862
9849,-4.533706,33.454052,1.4701852
9850,-4.5337257,33.454124,1.4701856
9851,-4.5337453,33.454197,1.4701835
9852,-4.533765,33.45427,1.4701831
9853,-4.5337844,33.45434,1.4701827
9854,-4.533804,33.454414,1.4701821
9855,-4.5338235,33.454487,1.4701817
9856,-4.533843,33.45456,1.4701813
9857,-4.5338626,33.45463,1.4701802
9858,-4.533882,33.454704,1.4701796
9859,-4.5339017,33.454777,1.4701797
9860,-4.5339212,33.45485,1.4701792
9861,-4.533941,33.45492,1.4701778
9862,-4.5339603,33.454994,1.4701786
9863,-4.53398,33.455067,1.4701769
9864,-4.5339994,33.45514,1.4701774
9865,-4.534019,33.45521,1.4701765
9866,-4.5340385,33.455284,1.4701759
9867,-4.534058,33.455357,1.4701748
9868,-4.5340776,33.45543,1.470174
9869,-4.534097,33.4555,1.4701738
9870,-4.5341167,33.455574,1.4701741
9871,-4.5341363,33.455647,1.4701728
9872,-4.534156,33.45572,1.4701726
9873,-4.5341754,33.45579,1.4701704
9874,-4.534195,33.455864,1.470171
9875,-4.5342145,33.455936,1.4701699
9876,-4.534234,33.45601,1.4701697
9877,-4.5342536,33.45608,1.4701698
9878,-4.534273,33.456154,1.4701687
9879,-4.5342927,33.456226,1.4701685
9880,-4.5343122,33.4563,1.470166
9881,-4.534332,33.45637,1.4701674
9882,-4.5343513,33.456444,1.4701663
9883,-4.534371,33.456516,1.4701658
9884,-4.5343904,33.45659,1.4701654
9885,-4.53441,33.45666,1.470165
9886,-4.5344296,33.456734,1.470164
9887,-4.534449,33.456806,1.4701632
9888,-4.5344687,33.45688,1.4701635
9889,-4.534488,33.45695,1.4701626
9890,-4.5345078,33.457024,1.4701622
9891,-4.5345273,33.457096,1.4701617
9892,-4.534547,33.45717,1.4701598
9893,-4.5345664,33.45724,1.4701612
9894,-4.534586,33.457314,1.4701589
9895,-4.5346055,33.457386,1.4701596
9896,-4.534625,33.45746,1.4701582
9897,-4.5346446,33.45753,1.4701585
9898,-4.534664,33.457603,1.4701585
9899,-4.5346837,33.457676,1.4701569
9900,-4.5347033,33.45775,1.4701568
9901,-4.534723,33.45782,1.470155
9902,-4.5347424,33.457893,1.4701551
9903,-4.534762,33.457966,1.4701545
9904,-4.5347815,33.45804,1.4701549
9905,-4.534801,33.45811,1.4701549
9906,-4.5348206,33.458183,1.4701527
9907,-4.53484,33.458256,1.4701532
9908,-4.5348597,33.45833,1.4701513
9909,-4.534879,33.4584,1.4701519
9910,-4.5348988,33.458473,1.4701512
9911,-4.5349183,33.458546,1.4701501
9912,-4.5349374,33.45862,1.4701494
9913,-4.534957,33.45869,1.470149
9914,-4.5349765,33.458763,1.4701484
9915,-4.534996,33.458836,1.4701487
9916,-4.5350156,33.458908,1.4701481
9917,-4.535035,33.458977,1.470146
9918,-4.535054,33.459045,1.4701462
9919,-4.5350733,33.459114,1.4701461
9920,-4.5350924,33.459183,1.4701458
9921,-4.535111,33.45925,1.470145
9922,-4.5351295,33.45932,1.4701444
9923,-4.535148,33.45939,1.4701442
9924,-4.5351667,33.459457,1.4701434
9925,-4.5351853,33.459526,1.4701421
9926,-4.535204,33.459595,1.4701415
9927,-4.5352225,33.459663,1.470143
9928,-4.535241,33.459732,1.4701408
9929,-4.5352597,33.4598,1.4701401
9930,-4.5352783,33.45987,1.4701412
9931,-4.535297,33.459938,1.4701397
9932,-4.5353155,33.460007,1.4701384
9933,-4.535334,33.460075,1.4701385
9934,-4.5353527,33.460144,1.4701382
9935,-4.5353713,33.460213,1.4701366
